Local time,Open,High,Low,Close,Volume
17.09.2024 02:45:00.000 GMT+0300,2583.265,2583.805,2582.795,2583.545,118019.99930000001
17.09.2024 03:00:00.000 GMT+0300,2583.535,2584.265,2582.604,2583.485,261339.9997
17.09.2024 03:15:00.000 GMT+0300,2583.505,2583.645,2581.805,2582.235,183839.99809999997
17.09.2024 03:30:00.000 GMT+0300,2582.255,2583.905,2581.888,2582.065,248850.0018
17.09.2024 03:45:00.000 GMT+0300,2582.034,2582.075,2580.118,2580.118,276510.0005
17.09.2024 04:00:00.000 GMT+0300,2580.095,2580.975,2579.454,2579.504,284430.0004
17.09.2024 04:15:00.000 GMT+0300,2579.485,2579.965,2578.228,2579.635,418200.00009999995
17.09.2024 04:30:00.000 GMT+0300,2579.645,2581.615,2579.645,2581.385,337079.9995
17.09.2024 04:45:00.000 GMT+0300,2581.425,2582.585,2580.205,2582.444,683099.9999999999
17.09.2024 05:00:00.000 GMT+0300,2582.444,2585.205,2582.425,2584.975,331950.0051
17.09.2024 05:15:00.000 GMT+0300,2584.965,2586.035,2584.635,2585.965,243599.9988
17.09.2024 05:30:00.000 GMT+0300,2585.995,2586.165,2583.434,2583.535,405289.9992
17.09.2024 05:45:00.000 GMT+0300,2583.548,2583.744,2580.895,2581.455,345120.0025
17.09.2024 06:00:00.000 GMT+0300,2581.415,2581.415,2579.455,2579.495,309540.00049999997
17.09.2024 06:15:00.000 GMT+0300,2579.495,2579.835,2577.415,2579.455,688119.9990999999
17.09.2024 06:30:00.000 GMT+0300,2579.485,2579.604,2577.685,2577.814,610289.9964
17.09.2024 06:45:00.000 GMT+0300,2577.824,2578.275,2576.645,2577.058,486810.00639999995
17.09.2024 07:00:00.000 GMT+0300,2577.004,2578.444,2576.965,2577.495,262229.99820000003
17.09.2024 07:15:00.000 GMT+0300,2577.515,2578.865,2576.728,2578.725,163020.00059999997
17.09.2024 07:30:00.000 GMT+0300,2578.688,2579.035,2574.755,2576.595,370009.9953
17.09.2024 07:45:00.000 GMT+0300,2576.595,2577.755,2576.505,2576.728,263409.99999999994
17.09.2024 08:00:00.000 GMT+0300,2576.744,2577.224,2574.698,2575.435,491519.9976000001
17.09.2024 08:15:00.000 GMT+0300,2575.435,2576.435,2574.395,2576.015,195120.00029999999
17.09.2024 08:30:00.000 GMT+0300,2576.075,2578.834,2575.735,2577.815,205169.9964
17.09.2024 08:45:00.000 GMT+0300,2577.905,2579.498,2577.905,2579.205,278880.0006
17.09.2024 09:00:00.000 GMT+0300,2579.225,2582.225,2579.205,2582.015,443070.0056999999
17.09.2024 09:15:00.000 GMT+0300,2582.025,2585.305,2581.925,2585.055,368049.9997
17.09.2024 09:30:00.000 GMT+0300,2585.125,2586.024,2583.915,2585.565,602480.0017000001
17.09.2024 09:45:00.000 GMT+0300,2585.565,2586.835,2583.865,2584.274,517239.99439999997
17.09.2024 10:00:00.000 GMT+0300,2584.264,2585.564,2582.755,2583.654,1101610.0068
17.09.2024 10:15:00.000 GMT+0300,2583.664,2585.474,2583.264,2584.855,832110.0154999997
17.09.2024 10:30:00.000 GMT+0300,2584.855,2585.594,2583.864,2585.074,918379.9940999999
17.09.2024 10:45:00.000 GMT+0300,2585.064,2585.134,2582.624,2583.714,1141969.9974000002
17.09.2024 11:00:00.000 GMT+0300,2583.714,2583.994,2581.934,2582.474,1406870.0147000002
17.09.2024 11:15:00.000 GMT+0300,2582.484,2584.084,2580.964,2580.994,1308010.0008
17.09.2024 11:30:00.000 GMT+0300,2581.004,2582.954,2579.364,2579.534,1446829.9895
17.09.2024 11:45:00.000 GMT+0300,2579.514,2580.335,2577.525,2580.025,1071170.0097999999
17.09.2024 12:00:00.000 GMT+0300,2579.985,2580.025,2576.165,2576.275,1132639.9930999996
17.09.2024 12:15:00.000 GMT+0300,2576.275,2576.678,2573.865,2576.545,837221.9911999999
17.09.2024 12:30:00.000 GMT+0300,2576.525,2576.555,2572.234,2574.185,1053029.9992
17.09.2024 12:45:00.000 GMT+0300,2574.185,2575.465,2571.615,2573.465,575370.0007
17.09.2024 13:00:00.000 GMT+0300,2573.435,2575.995,2572.065,2573.635,656250.0038000001
17.09.2024 13:15:00.000 GMT+0300,2573.625,2574.025,2571.555,2572.965,948409.9893000001
17.09.2024 13:30:00.000 GMT+0300,2572.965,2573.055,2569.645,2571.455,732360.0053000002
17.09.2024 13:45:00.000 GMT+0300,2571.365,2573.205,2570.055,2572.905,295250.0001
17.09.2024 14:00:00.000 GMT+0300,2572.995,2573.668,2572.115,2573.638,348440.00159999996
17.09.2024 14:15:00.000 GMT+0300,2573.638,2576.005,2573.595,2575.798,600809.997
17.09.2024 14:30:00.000 GMT+0300,2575.798,2579.565,2575.198,2579.145,591029.9923
17.09.2024 14:45:00.000 GMT+0300,2579.145,2581.605,2578.565,2579.745,485000.0013999999
17.09.2024 15:00:00.000 GMT+0300,2579.775,2581.105,2577.275,2580.705,394940.00200000004
17.09.2024 15:15:00.000 GMT+0300,2580.755,2581.505,2576.285,2576.728,409050.0006
17.09.2024 15:30:00.000 GMT+0300,2576.735,2578.965,2568.194,2573.145,2234811.9766
17.09.2024 15:45:00.000 GMT+0300,2573.145,2577.805,2572.845,2577.685,1359209.9919999996
17.09.2024 16:00:00.000 GMT+0300,2577.655,2578.985,2575.515,2578.388,715130.0040000002
17.09.2024 16:15:00.000 GMT+0300,2578.434,2579.055,2575.315,2576.435,572149.9994000001
17.09.2024 16:30:00.000 GMT+0300,2576.445,2577.528,2572.955,2575.635,1349409.9934999999
17.09.2024 16:45:00.000 GMT+0300,2575.645,2579.415,2573.465,2573.625,1364689.9984
17.09.2024 17:00:00.000 GMT+0300,2573.575,2580.915,2573.575,2580.635,1252260.0068
17.09.2024 17:15:00.000 GMT+0300,2580.624,2582.115,2577.938,2578.375,798199.9961
17.09.2024 17:30:00.000 GMT+0300,2578.365,2578.525,2571.614,2572.295,910979.9993
17.09.2024 17:45:00.000 GMT+0300,2572.295,2576.595,2571.644,2576.348,1220669.9995999997
17.09.2024 18:00:00.000 GMT+0300,2576.348,2576.948,2573.474,2575.005,988499.9991000001
17.09.2024 18:15:00.000 GMT+0300,2575.065,2575.378,2567.005,2567.525,906200.0083
17.09.2024 18:30:00.000 GMT+0300,2567.615,2568.925,2561.625,2565.608,1217689.9909
17.09.2024 18:45:00.000 GMT+0300,2565.655,2567.675,2564.215,2565.475,1001509.9813
17.09.2024 19:00:00.000 GMT+0300,2565.458,2565.565,2562.468,2564.125,694819.9999
17.09.2024 19:15:00.000 GMT+0300,2564.035,2565.108,2561.955,2564.465,608130.0062
17.09.2024 19:30:00.000 GMT+0300,2564.415,2566.485,2564.008,2564.415,802760.0029
17.09.2024 19:45:00.000 GMT+0300,2564.425,2564.655,2561.298,2562.955,936939.9959000001
17.09.2024 20:00:00.000 GMT+0300,2562.955,2563.695,2560.984,2562.905,620849.0115
17.09.2024 20:15:00.000 GMT+0300,2562.945,2565.915,2562.855,2565.315,326509.99809999997
17.09.2024 20:30:00.000 GMT+0300,2565.305,2567.545,2563.535,2567.385,359490.0052
17.09.2024 20:45:00.000 GMT+0300,2567.385,2570.385,2566.094,2569.825,613880.0029000002
17.09.2024 21:00:00.000 GMT+0300,2569.825,2570.975,2568.875,2570.524,367020.0054999999
17.09.2024 21:15:00.000 GMT+0300,2570.524,2570.828,2568.844,2569.004,531930.0016
17.09.2024 21:30:00.000 GMT+0300,2569.004,2571.558,2568.514,2570.998,554690.0016000001
17.09.2024 21:45:00.000 GMT+0300,2570.994,2571.408,2569.185,2570.058,463499.99499999994
17.09.2024 22:00:00.000 GMT+0300,2570.055,2570.855,2568.915,2569.308,237179.99829999998
17.09.2024 22:15:00.000 GMT+0300,2569.284,2571.068,2566.945,2567.745,679689.9997
17.09.2024 22:30:00.000 GMT+0300,2567.674,2569.154,2566.888,2568.024,569940.0008
17.09.2024 22:45:00.000 GMT+0300,2568.088,2568.778,2567.888,2568.568,504449.99700000015
17.09.2024 23:00:00.000 GMT+0300,2568.578,2569.008,2568.178,2568.658,205949.99940000003
17.09.2024 23:15:00.000 GMT+0300,2568.708,2570.158,2568.368,2569.304,181569.99730000005
17.09.2024 23:30:00.000 GMT+0300,2569.304,2570.104,2568.908,2569.388,171029.9995
17.09.2024 23:45:00.000 GMT+0300,2569.388,2570.035,2569.148,2569.155,171430.00160000002
18.09.2024 01:00:00.000 GMT+0300,2568.698,2570.475,2568.698,2570.085,100439.9998
18.09.2024 01:15:00.000 GMT+0300,2570.145,2570.738,2569.855,2570.585,50220.000100000005
18.09.2024 01:30:00.000 GMT+0300,2570.595,2571.234,2569.934,2570.295,142349.9999
18.09.2024 01:45:00.000 GMT+0300,2570.255,2570.805,2570.235,2570.584,35430.0002
18.09.2024 02:00:00.000 GMT+0300,2570.564,2572.588,2570.534,2572.394,447960.00230000005
18.09.2024 02:15:00.000 GMT+0300,2572.374,2573.405,2572.035,2573.275,76770.0007
18.09.2024 02:30:00.000 GMT+0300,2573.215,2574.244,2572.915,2573.925,215819.999
18.09.2024 02:45:00.000 GMT+0300,2573.924,2574.235,2573.174,2573.885,210179.999
18.09.2024 03:00:00.000 GMT+0300,2573.875,2574.705,2572.425,2572.815,304440.0006
18.09.2024 03:15:00.000 GMT+0300,2572.835,2572.995,2571.448,2572.745,363090.00029999996
18.09.2024 03:30:00.000 GMT+0300,2572.805,2573.835,2571.498,2571.514,269939.9992
18.09.2024 03:45:00.000 GMT+0300,2571.504,2573.445,2571.324,2572.884,494190.0038
18.09.2024 04:00:00.000 GMT+0300,2572.884,2576.314,2572.145,2574.475,1023390.0005999999
18.09.2024 04:15:00.000 GMT+0300,2574.484,2576.135,2573.595,2573.935,760409.9985999999
18.09.2024 04:30:00.000 GMT+0300,2573.935,2574.294,2571.655,2573.278,354179.9996
18.09.2024 04:45:00.000 GMT+0300,2573.275,2574.285,2571.438,2572.085,549209.9922999999
18.09.2024 05:00:00.000 GMT+0300,2572.144,2572.685,2569.855,2571.295,755640.0102999998
18.09.2024 05:15:00.000 GMT+0300,2571.305,2573.005,2570.825,2572.898,156119.999
18.09.2024 05:30:00.000 GMT+0300,2572.898,2574.008,2572.675,2572.814,493679.9965
18.09.2024 05:45:00.000 GMT+0300,2572.805,2573.675,2572.275,2573.645,357780.00039999996
18.09.2024 06:00:00.000 GMT+0300,2573.645,2573.935,2572.615,2573.515,381900.0014
18.09.2024 06:15:00.000 GMT+0300,2573.525,2575.705,2573.005,2575.465,484719.9975
18.09.2024 06:30:00.000 GMT+0300,2575.495,2576.285,2575.095,2575.395,255869.9975
18.09.2024 06:45:00.000 GMT+0300,2575.395,2576.115,2575.345,2575.785,109679.99940000003
18.09.2024 07:00:00.000 GMT+0300,2575.785,2576.295,2573.975,2574.315,208049.99909999996
18.09.2024 07:15:00.000 GMT+0300,2574.275,2574.358,2572.625,2573.225,226920.00230000002
18.09.2024 07:30:00.000 GMT+0300,2573.225,2573.465,2570.415,2570.835,253619.9977
18.09.2024 07:45:00.000 GMT+0300,2570.835,2571.175,2567.925,2568.585,963359.9929
18.09.2024 08:00:00.000 GMT+0300,2568.545,2569.205,2566.235,2566.485,885990.0068999998
18.09.2024 08:15:00.000 GMT+0300,2566.485,2566.775,2565.715,2566.635,713820.0029
18.09.2024 08:30:00.000 GMT+0300,2566.665,2567.995,2565.845,2567.945,1617960.0097999999
18.09.2024 08:45:00.000 GMT+0300,2567.905,2567.985,2566.545,2567.605,1151099.9910999998
18.09.2024 09:00:00.000 GMT+0300,2567.605,2568.995,2567.265,2567.545,978679.9998
18.09.2024 09:15:00.000 GMT+0300,2567.555,2568.655,2566.545,2568.305,867739.9976999998
18.09.2024 09:30:00.000 GMT+0300,2568.305,2569.895,2567.565,2568.315,860379.9827
18.09.2024 09:45:00.000 GMT+0300,2568.285,2569.555,2567.935,2568.985,821269.9909000001
18.09.2024 10:00:00.000 GMT+0300,2568.995,2571.075,2568.695,2570.235,778030.0005000001
18.09.2024 10:15:00.000 GMT+0300,2570.245,2571.145,2568.645,2569.095,354270.00009999995
18.09.2024 10:30:00.000 GMT+0300,2569.115,2570.205,2568.585,2569.455,442999.99769999995
18.09.2024 10:45:00.000 GMT+0300,2569.515,2571.865,2569.185,2571.505,278219.9979
18.09.2024 11:00:00.000 GMT+0300,2571.515,2571.855,2569.475,2569.475,535359.9981
18.09.2024 11:15:00.000 GMT+0300,2569.478,2570.375,2568.458,2569.704,810369.9945
18.09.2024 11:30:00.000 GMT+0300,2569.695,2570.088,2568.165,2568.995,432040.0004
18.09.2024 11:45:00.000 GMT+0300,2568.964,2570.745,2568.604,2569.648,287259.99679999996
18.09.2024 12:00:00.000 GMT+0300,2569.624,2570.285,2567.825,2569.278,769609.9989999998
18.09.2024 12:15:00.000 GMT+0300,2569.264,2571.045,2569.164,2569.285,561170.0035
18.09.2024 12:30:00.000 GMT+0300,2569.255,2569.915,2568.265,2569.405,270679.9981999999
18.09.2024 12:45:00.000 GMT+0300,2569.355,2571.815,2568.815,2571.815,362210.00269999995
18.09.2024 13:00:00.000 GMT+0300,2571.815,2572.735,2570.895,2571.308,347840.00090000004
18.09.2024 13:15:00.000 GMT+0300,2571.305,2575.185,2571.258,2575.185,504440.0016
18.09.2024 13:30:00.000 GMT+0300,2575.185,2577.385,2575.025,2576.125,422920.0017
18.09.2024 13:45:00.000 GMT+0300,2576.125,2577.995,2575.485,2576.055,286380.0002
18.09.2024 14:00:00.000 GMT+0300,2576.065,2577.045,2574.935,2576.465,347349.99769999995
18.09.2024 14:15:00.000 GMT+0300,2576.415,2577.775,2576.235,2577.135,235800.00089999998
18.09.2024 14:30:00.000 GMT+0300,2577.135,2579.945,2576.515,2579.795,556060.0011
18.09.2024 14:45:00.000 GMT+0300,2579.815,2580.575,2576.368,2577.285,726339.9977999999
18.09.2024 15:00:00.000 GMT+0300,2577.295,2578.708,2576.085,2576.155,995569.9945
18.09.2024 15:15:00.000 GMT+0300,2576.165,2577.558,2575.248,2575.955,904060.0007000001
18.09.2024 15:30:00.000 GMT+0300,2575.955,2575.985,2573.364,2574.995,624100.0015
18.09.2024 15:45:00.000 GMT+0300,2574.995,2576.765,2574.025,2576.135,597739.9992
18.09.2024 16:00:00.000 GMT+0300,2576.115,2578.365,2575.865,2577.475,627509.9970999999
18.09.2024 16:15:00.000 GMT+0300,2577.465,2578.288,2576.135,2577.415,341339.9997
18.09.2024 16:30:00.000 GMT+0300,2577.415,2578.455,2571.748,2573.125,704460.0005999999
18.09.2024 16:45:00.000 GMT+0300,2573.155,2574.595,2568.475,2571.698,1984439.9991
18.09.2024 17:00:00.000 GMT+0300,2571.645,2574.705,2569.845,2571.335,866399.9922
18.09.2024 17:15:00.000 GMT+0300,2571.405,2571.615,2567.895,2568.825,1140780.0037
18.09.2024 17:30:00.000 GMT+0300,2568.935,2571.218,2568.165,2569.255,1264409.9965000001
18.09.2024 17:45:00.000 GMT+0300,2569.275,2572.005,2569.245,2571.565,378799.99809999997
18.09.2024 18:00:00.000 GMT+0300,2571.575,2574.365,2569.718,2571.175,525240.0022999999
18.09.2024 18:15:00.000 GMT+0300,2571.245,2573.218,2570.525,2572.425,530379.9975
18.09.2024 18:30:00.000 GMT+0300,2572.515,2573.285,2568.438,2569.168,967530.0029000002
18.09.2024 18:45:00.000 GMT+0300,2569.165,2570.115,2567.985,2569.565,1151840.0048
18.09.2024 19:00:00.000 GMT+0300,2569.615,2571.055,2568.765,2570.905,983240.0046
18.09.2024 19:15:00.000 GMT+0300,2570.905,2571.905,2570.335,2571.665,667839.9966
18.09.2024 19:30:00.000 GMT+0300,2571.604,2572.265,2570.755,2571.835,364889.9961
18.09.2024 19:45:00.000 GMT+0300,2571.805,2575.145,2571.405,2574.775,704450.0057
18.09.2024 20:00:00.000 GMT+0300,2574.785,2574.785,2572.285,2572.325,523669.999
18.09.2024 20:15:00.000 GMT+0300,2572.355,2573.108,2570.385,2571.925,444790.00369999994
18.09.2024 20:30:00.000 GMT+0300,2571.898,2573.415,2570.505,2570.885,628510.0058000002
18.09.2024 20:45:00.000 GMT+0300,2570.868,2571.425,2566.915,2567.308,580629.9970000001
18.09.2024 21:00:00.000 GMT+0300,2567.318,2591.304,2566.585,2588.595,3116500.005199999
18.09.2024 21:15:00.000 GMT+0300,2588.625,2597.724,2587.025,2594.305,2668540.0008999994
18.09.2024 21:30:00.000 GMT+0300,2594.285,2599.995,2578.648,2580.604,2525449.9839000003
18.09.2024 21:45:00.000 GMT+0300,2580.355,2587.328,2571.664,2575.574,2619150.0351
18.09.2024 22:00:00.000 GMT+0300,2575.655,2575.935,2557.495,2566.015,4555689.9904000005
18.09.2024 22:15:00.000 GMT+0300,2565.915,2566.495,2553.325,2565.525,4018319.9495
18.09.2024 22:30:00.000 GMT+0300,2565.645,2565.965,2552.318,2552.488,2780559.972
18.09.2024 22:45:00.000 GMT+0300,2552.488,2553.985,2546.645,2548.834,2500349.991
18.09.2024 23:00:00.000 GMT+0300,2548.754,2555.725,2548.098,2554.744,723209.9993
18.09.2024 23:15:00.000 GMT+0300,2554.625,2560.735,2554.275,2559.414,551259.9981
18.09.2024 23:30:00.000 GMT+0300,2559.495,2559.515,2556.814,2557.998,374429.99990000005
18.09.2024 23:45:00.000 GMT+0300,2557.924,2559.145,2555.914,2558.664,312500.0011
19.09.2024 01:00:00.000 GMT+0300,2558.645,2558.998,2555.545,2557.625,284419.9986
19.09.2024 01:15:00.000 GMT+0300,2557.645,2560.074,2556.895,2559.685,473970.00149999995
19.09.2024 01:30:00.000 GMT+0300,2559.685,2561.395,2559.135,2561.355,368999.9963
19.09.2024 01:45:00.000 GMT+0300,2561.225,2561.225,2558.885,2559.115,213030.002
19.09.2024 02:00:00.000 GMT+0300,2559.125,2559.535,2558.245,2558.405,303569.9985
19.09.2024 02:15:00.000 GMT+0300,2558.495,2558.505,2556.885,2557.425,119459.99739999998
19.09.2024 02:30:00.000 GMT+0300,2557.425,2558.195,2556.155,2557.045,123450.0003
19.09.2024 02:45:00.000 GMT+0300,2557.085,2559.195,2556.645,2559.175,242370.003
19.09.2024 03:00:00.000 GMT+0300,2559.185,2559.445,2557.105,2558.205,467879.9976
19.09.2024 03:15:00.000 GMT+0300,2558.205,2558.855,2556.805,2557.615,458879.99889999995
19.09.2024 03:30:00.000 GMT+0300,2557.595,2558.875,2557.345,2558.635,432299.99669999996
19.09.2024 03:45:00.000 GMT+0300,2558.635,2559.425,2557.535,2558.715,1104750.0038
19.09.2024 04:00:00.000 GMT+0300,2558.685,2558.685,2552.905,2553.895,1415350.0087000006
19.09.2024 04:15:00.000 GMT+0300,2553.785,2557.014,2553.665,2555.608,1195800.0156
19.09.2024 04:30:00.000 GMT+0300,2555.645,2556.165,2551.005,2552.405,964560.0172000001
19.09.2024 04:45:00.000 GMT+0300,2552.435,2555.885,2552.008,2555.095,697230.0018999999
19.09.2024 05:00:00.000 GMT+0300,2555.105,2559.725,2555.105,2559.155,1014660.0027999999
19.09.2024 05:15:00.000 GMT+0300,2559.115,2561.305,2558.935,2561.305,573179.9955999999
19.09.2024 05:30:00.000 GMT+0300,2561.305,2565.355,2561.225,2564.325,498300.0013000001
19.09.2024 05:45:00.000 GMT+0300,2564.265,2566.558,2563.474,2563.955,893740.0113000001
19.09.2024 06:00:00.000 GMT+0300,2563.905,2564.275,2561.195,2563.495,432120.00099999993
19.09.2024 06:15:00.000 GMT+0300,2563.545,2564.645,2562.125,2564.365,426449.99909999996
19.09.2024 06:30:00.000 GMT+0300,2564.375,2565.165,2563.705,2564.315,384389.99929999997
19.09.2024 06:45:00.000 GMT+0300,2564.315,2564.725,2563.835,2563.978,257790.00099999996
19.09.2024 07:00:00.000 GMT+0300,2563.905,2564.005,2561.945,2562.095,304889.99639999995
19.09.2024 07:15:00.000 GMT+0300,2562.055,2562.415,2559.435,2562.405,389729.9971
19.09.2024 07:30:00.000 GMT+0300,2562.465,2562.875,2562.125,2562.405,197309.9993
19.09.2024 07:45:00.000 GMT+0300,2562.405,2564.015,2561.885,2563.975,217890.0011
19.09.2024 08:00:00.000 GMT+0300,2563.975,2568.015,2563.895,2567.115,562829.9993
19.09.2024 08:15:00.000 GMT+0300,2567.135,2568.715,2566.185,2568.535,363690.0011
19.09.2024 08:30:00.000 GMT+0300,2568.585,2572.155,2567.488,2570.805,562860.0047
19.09.2024 08:45:00.000 GMT+0300,2570.805,2574.425,2569.434,2574.405,948310.0045000002
19.09.2024 09:00:00.000 GMT+0300,2574.425,2577.315,2574.365,2577.095,661470.0071
19.09.2024 09:15:00.000 GMT+0300,2577.055,2578.665,2574.718,2575.975,578889.994
19.09.2024 09:30:00.000 GMT+0300,2575.975,2576.785,2573.815,2574.475,948599.9981
19.09.2024 09:45:00.000 GMT+0300,2574.525,2576.628,2573.785,2575.704,1389990.0185999998
19.09.2024 10:00:00.000 GMT+0300,2575.708,2578.254,2574.915,2577.745,885630.0059999999
19.09.2024 10:15:00.000 GMT+0300,2577.805,2580.298,2576.895,2579.364,885130.0068
19.09.2024 10:30:00.000 GMT+0300,2579.405,2581.095,2577.218,2580.385,907970.0018999998
19.09.2024 10:45:00.000 GMT+0300,2580.475,2584.574,2579.888,2584.324,1130349.9976
19.09.2024 11:00:00.000 GMT+0300,2584.324,2584.984,2581.465,2582.508,1053090.0062
19.09.2024 11:15:00.000 GMT+0300,2582.575,2583.045,2581.268,2582.125,624670.0025999999
19.09.2024 11:30:00.000 GMT+0300,2582.125,2583.394,2581.894,2583.274,330559.99960000004
19.09.2024 11:45:00.000 GMT+0300,2583.274,2586.445,2582.388,2584.815,713459.9926000001
19.09.2024 12:00:00.000 GMT+0300,2584.815,2586.294,2583.895,2586.055,766780.0037
19.09.2024 12:15:00.000 GMT+0300,2586.055,2592.225,2585.615,2590.575,1380829.9937999998
19.09.2024 12:30:00.000 GMT+0300,2590.678,2594.775,2590.098,2592.925,1357620.0082
19.09.2024 12:45:00.000 GMT+0300,2592.925,2593.125,2591.065,2591.685,747020.0007
19.09.2024 13:00:00.000 GMT+0300,2591.675,2591.718,2588.715,2590.204,866379.9967000001
19.09.2024 13:15:00.000 GMT+0300,2590.215,2590.215,2586.765,2588.285,725430.0082
19.09.2024 13:30:00.000 GMT+0300,2588.285,2588.685,2585.795,2587.995,1009379.9903999998
19.09.2024 13:45:00.000 GMT+0300,2587.995,2589.275,2587.428,2588.505,934270.0058000002
19.09.2024 14:00:00.000 GMT+0300,2588.505,2589.245,2584.245,2586.145,915859.9804000002
19.09.2024 14:15:00.000 GMT+0300,2586.145,2586.895,2584.735,2585.205,1235450.0108
19.09.2024 14:30:00.000 GMT+0300,2585.235,2588.475,2585.135,2587.625,1180670.0045
19.09.2024 14:45:00.000 GMT+0300,2587.625,2589.585,2586.835,2589.315,977079.9930999998
19.09.2024 15:00:00.000 GMT+0300,2589.265,2590.625,2588.425,2590.115,1369379.9897
19.09.2024 15:15:00.000 GMT+0300,2590.094,2591.105,2588.685,2589.648,1544929.9847999997
19.09.2024 15:30:00.000 GMT+0300,2589.044,2589.044,2578.875,2579.174,1608410.0007
19.09.2024 15:45:00.000 GMT+0300,2579.125,2579.164,2573.074,2576.554,1953389.9985999996
19.09.2024 16:00:00.000 GMT+0300,2576.554,2582.425,2574.524,2578.794,1862850.0031
19.09.2024 16:15:00.000 GMT+0300,2578.844,2579.725,2575.035,2578.265,976359.9857999998
19.09.2024 16:30:00.000 GMT+0300,2578.335,2581.195,2573.798,2574.815,1346299.9984999998
19.09.2024 16:45:00.000 GMT+0300,2574.815,2576.785,2569.625,2574.745,1453849.9823999999
19.09.2024 17:00:00.000 GMT+0300,2574.725,2578.098,2571.595,2573.668,1552399.9854000001
19.09.2024 17:15:00.000 GMT+0300,2573.668,2580.355,2572.075,2580.055,1910509.9777
19.09.2024 17:30:00.000 GMT+0300,2580.065,2584.515,2579.935,2583.095,1479579.9981000002
19.09.2024 17:45:00.000 GMT+0300,2583.145,2583.465,2580.015,2581.115,1205860.0036
19.09.2024 18:00:00.000 GMT+0300,2581.128,2583.848,2580.318,2581.558,1351820.0034000003
19.09.2024 18:15:00.000 GMT+0300,2581.558,2584.638,2581.555,2584.518,828939.9967000001
19.09.2024 18:30:00.000 GMT+0300,2584.578,2585.125,2583.005,2584.785,1103589.9893
19.09.2024 18:45:00.000 GMT+0300,2584.775,2589.235,2584.455,2588.935,1192610.003
19.09.2024 19:00:00.000 GMT+0300,2589.025,2590.165,2587.945,2589.615,525829.9948999999
19.09.2024 19:15:00.000 GMT+0300,2589.655,2591.185,2587.614,2588.898,1153559.9940000002
19.09.2024 19:30:00.000 GMT+0300,2588.898,2592.098,2588.865,2591.855,791350.0015000001
19.09.2024 19:45:00.000 GMT+0300,2591.845,2592.455,2591.175,2591.608,599169.9993000001
19.09.2024 20:00:00.000 GMT+0300,2591.605,2592.535,2588.688,2588.798,945949.9997
19.09.2024 20:15:00.000 GMT+0300,2588.775,2590.378,2587.815,2588.758,859719.9935
19.09.2024 20:30:00.000 GMT+0300,2588.785,2590.398,2588.255,2589.515,686440.0041999999
19.09.2024 20:45:00.000 GMT+0300,2589.514,2590.738,2589.445,2590.424,701130.0043999999
19.09.2024 21:00:00.000 GMT+0300,2590.478,2590.688,2588.285,2588.334,681060.0049000002
19.09.2024 21:15:00.000 GMT+0300,2588.294,2588.618,2586.475,2588.295,787450.0044
19.09.2024 21:30:00.000 GMT+0300,2588.275,2589.908,2587.745,2589.235,289349.9983
19.09.2024 21:45:00.000 GMT+0300,2589.235,2589.235,2588.075,2588.158,338939.9992
19.09.2024 22:00:00.000 GMT+0300,2588.115,2588.635,2586.915,2587.868,508260.00230000005
19.09.2024 22:15:00.000 GMT+0300,2587.858,2587.918,2586.184,2587.255,633739.9985000001
19.09.2024 22:30:00.000 GMT+0300,2587.174,2587.174,2585.798,2586.448,402459.9977
19.09.2024 22:45:00.000 GMT+0300,2586.345,2588.748,2586.075,2588.265,591660.0041
19.09.2024 23:00:00.000 GMT+0300,2588.245,2589.648,2588.245,2588.818,362269.99770000007
19.09.2024 23:15:00.000 GMT+0300,2588.818,2589.058,2586.885,2586.928,391249.9992
19.09.2024 23:30:00.000 GMT+0300,2586.955,2587.188,2586.315,2586.858,233109.9976
19.09.2024 23:45:00.000 GMT+0300,2586.805,2587.278,2585.835,2586.645,203689.99989999994
20.09.2024 01:00:00.000 GMT+0300,2585.848,2586.745,2585.848,2586.445,165630.00010000006
20.09.2024 01:15:00.000 GMT+0300,2586.454,2587.324,2586.445,2587.225,78640.00050000001
20.09.2024 01:30:00.000 GMT+0300,2587.225,2587.548,2586.958,2587.185,88499.99979999999
20.09.2024 01:45:00.000 GMT+0300,2587.135,2587.765,2586.855,2587.585,104640.00090000001
20.09.2024 02:00:00.000 GMT+0300,2587.548,2587.625,2587.148,2587.395,199799.99690000003
20.09.2024 02:15:00.000 GMT+0300,2587.335,2587.625,2586.295,2586.925,111480.00020000001
20.09.2024 02:30:00.000 GMT+0300,2586.955,2587.185,2586.685,2587.015,50810.0001
20.09.2024 02:45:00.000 GMT+0300,2586.975,2587.475,2586.785,2587.135,65310.00020000001
20.09.2024 03:00:00.000 GMT+0300,2587.125,2587.235,2585.965,2586.635,430950.00450000004
20.09.2024 03:15:00.000 GMT+0300,2586.605,2587.385,2586.525,2587.235,247800.0018
20.09.2024 03:30:00.000 GMT+0300,2587.265,2588.225,2586.565,2587.915,349169.9967
20.09.2024 03:45:00.000 GMT+0300,2587.925,2588.405,2587.475,2588.005,581160.0049999999
20.09.2024 04:00:00.000 GMT+0300,2588.005,2588.765,2586.875,2587.685,1118339.9965000001
20.09.2024 04:15:00.000 GMT+0300,2587.705,2587.945,2584.654,2585.205,838539.9982
20.09.2024 04:30:00.000 GMT+0300,2585.135,2588.115,2584.995,2587.775,535289.9935999999
