DateTime,Open,High,Low,Close,atr96,TFO,TFO_diff,upside_0,upside_1,upside_2,downside_0,downside_1,downside_2,weight_0,weight_1,weight_2
2024-09-25 11:00,2655.525,2655.915,2654.755,2655.625,3.346583333333342,0.1291228711606444,-0.42529032139331857,0.031132116638039498,2.0816228342858754,0.0,0.5543982902380387,0.37913960025178106,2.6431691050434427,0.55,0.25,0.2
2024-09-25 11:05,2655.605,2656.485,2655.515,2656.375,3.346583333333342,-0.1645410084063311,-0.2936638795669755,0.031132116638039498,2.0816228342858754,0.0,0.5543982902380387,0.37913960025178106,2.6431691050434427,0.55,0.25,0.2
2024-09-25 11:10,2656.395,2656.525,2654.955,2655.395,3.346583333333342,-0.37135544783606367,-0.20681443942973257,0.031132116638039498,2.0816228342858754,0.0,0.5543982902380387,0.37913960025178106,2.6431691050434427,0.55,0.25,0.2
2024-09-25 11:15,2655.304,2655.538,2654.894,2655.175,3.339645833333345,-0.6417357125856803,-0.27038026474961663,2.602854453652816,0.6346158821637617,0.0,0.0,0.7789593214137048,2.6431691050434427,0.5,0.5,0.2
2024-09-25 11:20,2655.208,2656.835,2655.195,2656.535,3.339645833333345,-0.7215802235693285,-0.0798445109836482,2.602854453652816,0.6346158821637617,0.0,0.0,0.7789593214137048,2.6431691050434427,0.5,0.5,0.2
2024-09-25 11:25,2656.528,2656.555,2655.285,2655.525,3.339645833333345,-0.6501246004128775,0.07145562315645104,2.602854453652816,0.6346158821637617,0.0,0.0,0.7789593214137048,2.6431691050434427,0.5,0.5,0.2
2024-09-25 11:30,2655.525,2655.525,2653.808,2654.695,3.3466979166666797,-0.7571098248485073,-0.10698522443562986,0.3916361567775672,2.1452609943135363,0.0,0.35880317339497253,0.0,2.6431691050434427,0.65,0.35,0.2
2024-09-25 11:35,2654.695,2655.815,2654.695,2655.395,3.3466979166666797,-0.914430584541402,-0.15732075969289472,0.3916361567775672,2.1452609943135363,0.0,0.35880317339497253,0.0,2.6431691050434427,0.65,0.35,0.2
2024-09-25 11:40,2655.398,2657.505,2655.388,2657.165,3.3466979166666797,-0.733514565704249,0.18091601883715303,0.3916361567775672,2.1452609943135363,0.0,0.35880317339497253,0.0,2.6431691050434427,0.65,0.35,0.2
2024-09-25 11:45,2657.165,2657.535,2656.055,2656.175,3.3439583333333522,-0.3511494589235813,0.3823651067806677,0.007019877659429699,2.4689776764006415,0.0,0.2801482408083397,0.0,2.6431691050434427,0.7,0.3,0.2
2024-09-25 11:50,2656.188,2657.395,2656.175,2657.298,3.3439583333333522,0.05079613806401883,0.40194559698760013,0.007019877659429699,2.4689776764006415,0.0,0.2801482408083397,0.0,2.6431691050434427,0.7,0.3,0.2
2024-09-25 11:55,2657.285,2657.905,2656.505,2657.258,3.3439583333333522,0.5126658618382673,0.4618697237742485,0.007019877659429699,2.4689776764006415,0.0,0.2801482408083397,0.0,2.6431691050434427,0.7,0.3,0.2
